video_id,label
01-02-02-02-01-02-10,neutral
01-02-02-02-02-01-10,neutral
01-02-02-02-02-02-10,neutral
01-02-03-01-01-01-10,joy
01-02-03-01-01-02-10,joy
01-02-03-01-02-01-10,joy
01-02-03-01-02-02-10,joy
01-02-03-02-01-01-10,joy
01-02-03-02-01-02-10,joy
01-02-03-02-02-01-10,joy
01-02-03-02-02-02-10,joy
01-02-04-01-01-01-10,sadness
01-02-04-01-01-02-10,sadness
01-02-04-01-02-01-10,sadness
01-02-04-01-02-02-10,sadness
01-02-04-02-01-01-10,sadness
01-02-04-02-01-02-10,sadness
01-02-04-02-02-01-10,sadness
01-02-04-02-02-02-10,sadness
01-02-05-01-01-01-10,anger
01-02-05-01-01-02-10,anger
01-02-05-01-02-01-10,anger
01-02-05-01-02-02-10,anger
01-02-05-02-01-01-10,anger
01-02-05-02-01-02-10,anger
01-02-05-02-02-01-10,anger
01-02-05-02-02-02-10,anger
01-02-06-01-01-01-10,fear
01-02-06-01-01-02-10,fear
01-02-06-01-02-01-10,fear
01-02-06-01-02-02-10,fear
01-02-06-02-01-01-10,fear
01-02-06-02-01-02-10,fear
01-02-06-02-02-01-10,fear
01-02-06-02-02-02-10,fear
02-02-01-01-01-01-10,neutral
02-02-01-01-01-02-10,neutral
02-02-01-01-02-01-10,neutral
02-02-01-01-02-02-10,neutral
02-02-02-01-01-01-10,neutral
02-02-02-01-01-02-10,neutral
02-02-02-01-02-01-10,neutral
02-02-02-01-02-02-10,neutral
02-02-02-02-01-01-10,neutral
02-02-02-02-01-02-10,neutral
02-02-02-02-02-01-10,neutral
02-02-02-02-02-02-10,neutral
02-02-03-01-01-01-10,joy
02-02-03-01-01-02-10,joy
02-02-03-01-02-01-10,joy
02-02-03-01-02-02-10,joy
02-02-03-02-01-01-10,joy
02-02-03-02-01-02-10,joy
02-02-03-02-02-01-10,joy
02-02-03-02-02-02-10,joy
02-02-04-01-01-01-10,sadness
02-02-04-01-01-02-10,sadness
02-02-04-01-02-01-10,sadness
02-02-04-01-02-02-10,sadness
02-02-04-02-01-01-10,sadness
02-02-04-02-01-02-10,sadness
02-02-04-02-02-01-10,sadness
02-02-04-02-02-02-10,sadness
02-02-05-01-01-01-10,anger
02-02-05-01-01-02-10,anger
02-02-05-01-02-01-10,anger
02-02-05-01-02-02-10,anger
02-02-05-02-01-01-10,anger
02-02-05-02-01-02-10,anger
02-02-05-02-02-01-10,anger
02-02-05-02-02-02-10,anger
02-02-06-01-01-01-10,fear
02-02-06-01-01-02-10,fear
02-02-06-01-02-01-10,fear
02-02-06-01-02-02-10,fear
02-02-06-02-01-01-10,fear
02-02-06-02-01-02-10,fear
02-02-06-02-02-01-10,fear
02-02-06-02-02-02-10,fear
01-02-01-01-01-01-11,neutral
01-02-01-01-01-02-11,neutral
01-02-01-01-02-01-11,neutral
01-02-01-01-02-02-11,neutral
01-02-02-01-01-01-11,neutral
01-02-02-01-01-02-11,neutral
01-02-02-01-02-01-11,neutral
01-02-02-01-02-02-11,neutral
01-02-02-02-01-01-11,neutral
01-02-02-02-01-02-11,neutral
01-02-02-02-02-01-11,neutral
01-02-02-02-02-02-11,neutral
01-02-03-01-01-01-11,joy
01-02-03-01-01-02-11,joy
01-02-03-01-02-01-11,joy
01-02-03-01-02-02-11,joy
01-02-03-02-01-01-11,joy
01-02-03-02-01-02-11,joy
01-02-03-02-02-01-11,joy
01-02-03-02-02-02-11,joy
01-02-04-01-01-01-11,sadness
01-02-04-01-01-02-11,sadness
01-02-04-01-02-01-11,sadness
01-02-04-01-02-02-11,sadness
01-02-04-02-01-01-11,sadness
01-02-04-02-01-02-11,sadness
01-02-04-02-02-01-11,sadness
01-02-04-02-02-02-11,sadness
01-02-05-01-01-01-11,anger
01-02-05-01-01-02-11,anger
01-02-05-01-02-01-11,anger
01-02-05-01-02-02-11,anger
01-02-05-02-01-01-11,anger
01-02-05-02-01-02-11,anger
01-02-05-02-02-01-11,anger
01-02-05-02-02-02-11,anger
01-02-06-01-01-01-11,fear
01-02-06-01-01-02-11,fear
01-02-06-01-02-01-11,fear
01-02-06-01-02-02-11,fear
01-02-06-02-01-01-11,fear
01-02-06-02-01-02-11,fear
01-02-06-02-02-01-11,fear
01-02-06-02-02-02-11,fear
02-02-01-01-01-01-11,neutral
02-02-01-01-01-02-11,neutral
02-02-01-01-02-01-11,neutral
02-02-01-01-02-02-11,neutral
02-02-02-01-01-01-11,neutral
02-02-02-01-01-02-11,neutral
02-02-02-01-02-01-11,neutral
02-02-02-01-02-02-11,neutral
02-02-02-02-01-01-11,neutral
02-02-02-02-01-02-11,neutral
02-02-02-02-02-01-11,neutral
02-02-02-02-02-02-11,neutral
02-02-03-01-01-01-11,joy
02-02-03-01-01-02-11,joy
02-02-03-01-02-01-11,joy
02-02-03-01-02-02-11,joy
02-02-03-02-01-01-11,joy
02-02-03-02-01-02-11,joy
02-02-03-02-02-01-11,joy
02-02-03-02-02-02-11,joy
02-02-04-01-01-01-11,sadness
02-02-04-01-01-02-11,sadness
02-02-04-01-02-01-11,sadness
02-02-04-01-02-02-11,sadness
02-02-04-02-01-01-11,sadness
02-02-04-02-01-02-11,sadness
02-02-04-02-02-01-11,sadness
02-02-04-02-02-02-11,sadness
02-02-05-01-01-01-11,anger
02-02-05-01-01-02-11,anger
02-02-05-01-02-01-11,anger
02-02-05-01-02-02-11,anger
02-02-05-02-01-01-11,anger
02-02-05-02-01-02-11,anger
02-02-05-02-02-01-11,anger
02-02-05-02-02-02-11,anger
02-02-06-01-01-01-11,fear
02-02-06-01-01-02-11,fear
02-02-06-01-02-01-11,fear
02-02-06-01-02-02-11,fear
02-02-06-02-01-01-11,fear
02-02-06-02-01-02-11,fear
02-02-06-02-02-01-11,fear
02-02-06-02-02-02-11,fear
01-02-01-01-01-01-12,neutral
01-02-01-01-01-02-12,neutral
01-02-01-01-02-01-12,neutral
01-02-01-01-02-02-12,neutral
01-02-02-01-01-01-12,neutral
01-02-02-01-01-02-12,neutral
01-02-02-01-02-01-12,neutral
01-02-02-01-02-02-12,neutral
01-02-02-02-01-01-12,neutral
01-02-02-02-01-02-12,neutral
01-02-02-02-02-01-12,neutral
01-02-02-02-02-02-12,neutral
01-02-03-01-01-01-12,joy
01-02-03-01-01-02-12,joy
01-02-03-01-02-01-12,joy
01-02-03-01-02-02-12,joy
01-02-03-02-01-01-12,joy
01-02-03-02-01-02-12,joy
01-02-03-02-02-01-12,joy
01-02-03-02-02-02-12,joy
01-02-04-01-01-01-12,sadness
01-02-04-01-01-02-12,sadness
01-02-04-01-02-01-12,sadness
01-02-04-01-02-02-12,sadness
01-02-04-02-01-01-12,sadness
01-02-04-02-01-02-12,sadness
01-02-04-02-02-01-12,sadness
01-02-04-02-02-02-12,sadness
01-02-05-01-01-01-12,anger
01-02-05-01-01-02-12,anger
01-02-05-01-02-01-12,anger
01-02-05-01-02-02-12,anger
01-02-05-02-01-01-12,anger
01-02-05-02-01-02-12,anger
01-02-05-02-02-01-12,anger
01-02-05-02-02-02-12,anger
01-02-06-01-01-01-12,fear
01-02-06-01-01-02-12,fear
01-02-06-01-02-01-12,fear
01-02-06-01-02-02-12,fear
01-02-06-02-01-01-12,fear
01-02-06-02-01-02-12,fear
01-02-06-02-02-01-12,fear
01-02-06-02-02-02-12,fear
02-02-01-01-01-01-12,neutral
02-02-01-01-01-02-12,neutral
02-02-01-01-02-01-12,neutral
02-02-01-01-02-02-12,neutral
02-02-02-01-01-01-12,neutral
02-02-02-01-01-02-12,neutral
02-02-02-01-02-01-12,neutral
02-02-02-01-02-02-12,neutral
02-02-02-02-01-01-12,neutral
02-02-02-02-01-02-12,neutral
02-02-02-02-02-01-12,neutral
02-02-02-02-02-02-12,neutral
02-02-03-01-01-01-12,joy
02-02-03-01-01-02-12,joy
02-02-03-01-02-01-12,joy
02-02-03-01-02-02-12,joy
02-02-03-02-01-01-12,joy
02-02-03-02-01-02-12,joy
02-02-03-02-02-01-12,joy
02-02-03-02-02-02-12,joy
02-02-04-01-01-01-12,sadness
02-02-04-01-01-02-12,sadness
02-02-04-01-02-01-12,sadness
02-02-04-01-02-02-12,sadness
02-02-04-02-01-01-12,sadness
02-02-04-02-01-02-12,sadness
02-02-04-02-02-01-12,sadness
02-02-04-02-02-02-12,sadness
02-02-05-01-01-01-12,anger
02-02-05-01-01-02-12,anger
02-02-05-01-02-01-12,anger
02-02-05-01-02-02-12,anger
02-02-05-02-01-01-12,anger
02-02-05-02-01-02-12,anger
02-02-05-02-02-01-12,anger
02-02-05-02-02-02-12,anger
02-02-06-01-01-01-12,fear
02-02-06-01-01-02-12,fear
02-02-06-01-02-01-12,fear
02-02-06-01-02-02-12,fear
02-02-06-02-01-01-12,fear
02-02-06-02-01-02-12,fear
02-02-06-02-02-01-12,fear
02-02-06-02-02-02-12,fear
01-02-01-01-01-01-13,neutral
01-02-01-01-01-02-13,neutral
01-02-01-01-02-01-13,neutral
01-02-01-01-02-02-13,neutral
01-02-02-01-01-01-13,neutral
01-02-02-01-01-02-13,neutral
01-02-02-01-02-01-13,neutral
01-02-02-01-02-02-13,neutral
01-02-02-02-01-01-13,neutral
01-02-02-02-01-02-13,neutral
01-02-02-02-02-01-13,neutral
01-02-02-02-02-02-13,neutral
01-02-03-01-01-01-13,joy
01-02-03-01-01-02-13,joy
01-02-03-01-02-01-13,joy
01-02-03-01-02-02-13,joy
01-02-03-02-01-01-13,joy
01-02-03-02-01-02-13,joy
01-02-03-02-02-01-13,joy
01-02-03-02-02-02-13,joy
01-02-04-01-01-01-13,sadness
01-02-04-01-01-02-13,sadness
01-02-04-01-02-01-13,sadness
01-02-04-01-02-02-13,sadness
01-02-04-02-01-01-13,sadness
01-02-04-02-01-02-13,sadness
01-02-04-02-02-01-13,sadness
01-02-04-02-02-02-13,sadness
01-02-05-01-01-01-13,anger
01-02-05-01-01-02-13,anger
01-02-05-01-02-01-13,anger
01-02-05-01-02-02-13,anger
01-02-05-02-01-01-13,anger
01-02-05-02-01-02-13,anger
01-02-05-02-02-01-13,anger
01-02-05-02-02-02-13,anger
01-02-06-01-01-01-13,fear
01-02-06-01-01-02-13,fear
01-02-06-01-02-01-13,fear
01-02-06-01-02-02-13,fear
01-02-06-02-01-01-13,fear
01-02-06-02-01-02-13,fear
01-02-06-02-02-01-13,fear
01-02-06-02-02-02-13,fear
02-02-01-01-01-01-13,neutral
02-02-01-01-01-02-13,neutral
02-02-01-01-02-01-13,neutral
02-02-01-01-02-02-13,neutral
02-02-02-01-01-01-13,neutral
02-02-02-01-01-02-13,neutral
02-02-02-01-02-01-13,neutral
02-02-02-01-02-02-13,neutral
02-02-02-02-01-01-13,neutral
02-02-02-02-01-02-13,neutral
02-02-02-02-02-01-13,neutral
02-02-02-02-02-02-13,neutral
02-02-03-01-01-01-13,joy
02-02-03-01-01-02-13,joy
02-02-03-01-02-01-13,joy
02-02-03-01-02-02-13,joy
02-02-03-02-01-01-13,joy
02-02-03-02-01-02-13,joy
02-02-03-02-02-01-13,joy
02-02-03-02-02-02-13,joy
02-02-04-01-01-01-13,sadness
02-02-04-01-01-02-13,sadness
02-02-04-01-02-01-13,sadness
02-02-04-01-02-02-13,sadness
02-02-04-02-01-01-13,sadness
02-02-04-02-01-02-13,sadness
02-02-04-02-02-01-13,sadness
02-02-04-02-02-02-13,sadness
02-02-05-01-01-01-13,anger
02-02-05-01-01-02-13,anger
02-02-05-01-02-01-13,anger
02-02-05-01-02-02-13,anger
02-02-05-02-01-01-13,anger
02-02-05-02-01-02-13,anger
02-02-05-02-02-01-13,anger
02-02-05-02-02-02-13,anger
02-02-06-01-01-01-13,fear
02-02-06-01-01-02-13,fear
02-02-06-01-02-01-13,fear
02-02-06-01-02-02-13,fear
02-02-06-02-01-01-13,fear
02-02-06-02-01-02-13,fear
02-02-06-02-02-01-13,fear
02-02-06-02-02-02-13,fear
01-02-01-01-01-01-14,neutral
01-02-01-01-01-02-14,neutral
01-02-01-01-02-01-14,neutral
01-02-01-01-02-02-14,neutral
01-02-02-01-01-01-14,neutral
01-02-02-01-01-02-14,neutral
01-02-02-01-02-01-14,neutral
01-02-02-01-02-02-14,neutral
01-02-02-02-01-01-14,neutral
01-02-02-02-01-02-14,neutral
01-02-02-02-02-01-14,neutral
01-02-02-02-02-02-14,neutral
01-02-03-01-01-01-14,joy
01-02-03-01-01-02-14,joy
01-02-03-01-02-01-14,joy
01-02-03-01-02-02-14,joy
01-02-03-02-01-01-14,joy
01-02-03-02-01-02-14,joy
01-02-03-02-02-01-14,joy
01-02-03-02-02-02-14,joy
01-02-04-01-01-01-14,sadness
01-02-04-01-01-02-14,sadness
01-02-04-01-02-01-14,sadness
01-02-04-01-02-02-14,sadness
01-02-04-02-01-01-14,sadness
01-02-04-02-01-02-14,sadness
01-02-04-02-02-01-14,sadness
01-02-04-02-02-02-14,sadness
01-02-05-01-01-01-14,anger
01-02-05-01-01-02-14,anger
01-02-05-01-02-01-14,anger
01-02-05-01-02-02-14,anger
01-02-05-02-01-01-14,anger
01-02-05-02-01-02-14,anger
01-02-05-02-02-01-14,anger
01-02-05-02-02-02-14,anger
01-02-06-01-01-01-14,fear
01-02-06-01-01-02-14,fear
01-02-06-01-02-01-14,fear
01-02-06-01-02-02-14,fear
01-02-06-02-01-01-14,fear
01-02-06-02-01-02-14,fear
01-02-06-02-02-01-14,fear
01-02-06-02-02-02-14,fear
02-02-01-01-01-01-14,neutral
02-02-01-01-01-02-14,neutral
02-02-01-01-02-01-14,neutral
02-02-01-01-02-02-14,neutral
02-02-02-01-01-01-14,neutral
02-02-02-01-01-02-14,neutral
02-02-02-01-02-01-14,neutral
02-02-02-01-02-02-14,neutral
02-02-02-02-01-01-14,neutral
02-02-02-02-01-02-14,neutral
02-02-02-02-02-01-14,neutral
02-02-02-02-02-02-14,neutral
02-02-03-01-01-01-14,joy
02-02-03-01-01-02-14,joy
02-02-03-01-02-01-14,joy
02-02-03-01-02-02-14,joy
02-02-03-02-01-01-14,joy
02-02-03-02-01-02-14,joy
02-02-03-02-02-01-14,joy
02-02-03-02-02-02-14,joy
02-02-04-01-01-01-14,sadness
02-02-04-01-01-02-14,sadness
02-02-04-01-02-01-14,sadness
02-02-04-01-02-02-14,sadness
02-02-04-02-01-01-14,sadness
02-02-04-02-01-02-14,sadness
02-02-04-02-02-01-14,sadness
02-02-04-02-02-02-14,sadness
02-02-05-01-01-01-14,anger
02-02-05-01-01-02-14,anger
02-02-05-01-02-01-14,anger
02-02-05-01-02-02-14,anger
02-02-05-02-01-01-14,anger
02-02-05-02-01-02-14,anger
02-02-05-02-02-01-14,anger
02-02-05-02-02-02-14,anger
02-02-06-01-01-01-14,fear
02-02-06-01-01-02-14,fear
02-02-06-01-02-01-14,fear
02-02-06-01-02-02-14,fear
02-02-06-02-01-01-14,fear
02-02-06-02-01-02-14,fear
02-02-06-02-02-01-14,fear
02-02-06-02-02-02-14,fear
01-02-01-01-01-01-15,neutral
01-02-01-01-01-02-15,neutral
01-02-01-01-02-01-15,neutral
01-02-01-01-02-02-15,neutral
01-02-02-01-01-01-15,neutral
01-02-02-01-01-02-15,neutral
01-02-02-01-02-01-15,neutral
01-02-02-01-02-02-15,neutral
01-02-02-02-01-01-15,neutral
01-02-02-02-01-02-15,neutral
01-02-02-02-02-01-15,neutral
01-02-02-02-02-02-15,neutral
01-02-03-01-01-01-15,joy
01-02-03-01-01-02-15,joy
01-02-03-01-02-01-15,joy
01-02-03-01-02-02-15,joy
01-02-03-02-01-01-15,joy
01-02-03-02-01-02-15,joy
01-02-03-02-02-01-15,joy
01-02-03-02-02-02-15,joy
01-02-04-01-01-01-15,sadness
01-02-04-01-01-02-15,sadness
01-02-04-01-02-01-15,sadness
01-02-04-01-02-02-15,sadness
01-02-04-02-01-01-15,sadness
01-02-04-02-01-02-15,sadness
01-02-04-02-02-01-15,sadness
01-02-04-02-02-02-15,sadness
01-02-05-01-01-01-15,anger
01-02-05-01-01-02-15,anger
01-02-05-01-02-01-15,anger
01-02-05-01-02-02-15,anger
01-02-05-02-01-01-15,anger
01-02-05-02-01-02-15,anger
01-02-05-02-02-01-15,anger
01-02-05-02-02-02-15,anger
01-02-06-01-01-01-15,fear
01-02-06-01-01-02-15,fear
01-02-06-01-02-01-15,fear
01-02-06-01-02-02-15,fear
01-02-06-02-01-01-15,fear
01-02-06-02-01-02-15,fear
01-02-06-02-02-01-15,fear
01-02-06-02-02-02-15,fear
02-02-01-01-01-01-15,neutral
02-02-01-01-01-02-15,neutral
02-02-01-01-02-01-15,neutral
02-02-01-01-02-02-15,neutral
02-02-02-01-01-01-15,neutral
02-02-02-01-01-02-15,neutral
02-02-02-01-02-01-15,neutral
02-02-02-01-02-02-15,neutral
02-02-02-02-01-01-15,neutral
02-02-02-02-01-02-15,neutral
02-02-02-02-02-01-15,neutral
02-02-02-02-02-02-15,neutral
02-02-03-01-01-01-15,joy
02-02-03-01-01-02-15,joy
02-02-03-01-02-01-15,joy
02-02-03-01-02-02-15,joy
02-02-03-02-01-01-15,joy
02-02-03-02-01-02-15,joy
02-02-03-02-02-01-15,joy
02-02-03-02-02-02-15,joy
02-02-04-01-01-01-15,sadness
02-02-04-01-01-02-15,sadness
02-02-04-01-02-01-15,sadness
02-02-04-01-02-02-15,sadness
02-02-04-02-01-01-15,sadness
02-02-04-02-01-02-15,sadness
02-02-04-02-02-01-15,sadness
02-02-04-02-02-02-15,sadness
02-02-05-01-01-01-15,anger
02-02-05-01-01-02-15,anger
02-02-05-01-02-01-15,anger
02-02-05-01-02-02-15,anger
02-02-05-02-01-01-15,anger
02-02-05-02-01-02-15,anger
02-02-05-02-02-01-15,anger
02-02-05-02-02-02-15,anger
02-02-06-01-01-01-15,fear
02-02-06-01-01-02-15,fear
02-02-06-01-02-01-15,fear
02-02-06-01-02-02-15,fear
02-02-06-02-01-01-15,fear
02-02-06-02-01-02-15,fear
02-02-06-02-02-01-15,fear
02-02-06-02-02-02-15,fear
01-02-01-01-01-01-16,neutral
01-02-01-01-01-02-16,neutral
01-02-01-01-02-01-16,neutral
01-02-01-01-02-02-16,neutral
01-02-02-01-01-01-16,neutral
01-02-02-01-01-02-16,neutral
01-02-02-01-02-01-16,neutral
01-02-02-01-02-02-16,neutral
01-02-02-02-01-01-16,neutral
01-02-02-02-01-02-16,neutral
01-02-02-02-02-01-16,neutral
01-02-02-02-02-02-16,neutral
01-02-03-01-01-01-16,joy
01-02-03-01-01-02-16,joy
01-02-03-01-02-01-16,joy
01-02-03-01-02-02-16,joy
01-02-03-02-01-01-16,joy
01-02-03-02-01-02-16,joy
01-02-03-02-02-01-16,joy
01-02-03-02-02-02-16,joy
01-02-04-01-01-01-16,sadness
01-02-04-01-01-02-16,sadness
01-02-04-01-02-01-16,sadness
01-02-04-01-02-02-16,sadness
01-02-04-02-01-01-16,sadness
01-02-04-02-01-02-16,sadness
01-02-04-02-02-01-16,sadness
01-02-04-02-02-02-16,sadness
01-02-05-01-01-01-16,anger
01-02-05-01-01-02-16,anger
01-02-05-01-02-01-16,anger
01-02-05-01-02-02-16,anger
01-02-05-02-01-01-16,anger
01-02-05-02-01-02-16,anger
01-02-05-02-02-01-16,anger
01-02-05-02-02-02-16,anger
01-02-06-01-01-01-16,fear
01-02-06-01-01-02-16,fear
01-02-06-01-02-01-16,fear
01-02-06-01-02-02-16,fear
01-02-06-02-01-01-16,fear
01-02-06-02-01-02-16,fear
01-02-06-02-02-01-16,fear
01-02-06-02-02-02-16,fear
02-02-01-01-01-01-16,neutral
02-02-01-01-01-02-16,neutral
02-02-01-01-02-01-16,neutral
02-02-01-01-02-02-16,neutral
02-02-02-01-01-01-16,neutral
02-02-02-01-01-02-16,neutral
02-02-02-01-02-01-16,neutral
02-02-02-01-02-02-16,neutral
02-02-02-02-01-01-16,neutral
02-02-02-02-01-02-16,neutral
02-02-02-02-02-01-16,neutral
02-02-02-02-02-02-16,neutral
02-02-03-01-01-01-16,joy
02-02-03-01-01-02-16,joy
02-02-03-01-02-01-16,joy
02-02-03-01-02-02-16,joy
02-02-03-02-01-01-16,joy
02-02-03-02-01-02-16,joy
02-02-03-02-02-01-16,joy
02-02-03-02-02-02-16,joy
02-02-04-01-01-01-16,sadness
02-02-04-01-01-02-16,sadness
02-02-04-01-02-01-16,sadness
02-02-04-01-02-02-16,sadness
02-02-04-02-01-01-16,sadness
02-02-04-02-01-02-16,sadness
02-02-04-02-02-01-16,sadness
02-02-04-02-02-02-16,sadness
02-02-05-01-01-01-16,anger
02-02-05-01-01-02-16,anger
02-02-05-01-02-01-16,anger
02-02-05-01-02-02-16,anger
02-02-05-02-01-01-16,anger
02-02-05-02-01-02-16,anger
02-02-05-02-02-01-16,anger
02-02-05-02-02-02-16,anger
02-02-06-01-01-01-16,fear
02-02-06-01-01-02-16,fear
02-02-06-01-02-01-16,fear
02-02-06-01-02-02-16,fear
02-02-06-02-01-01-16,fear
02-02-06-02-01-02-16,fear
02-02-06-02-02-01-16,fear
02-02-06-02-02-02-16,fear
01-02-01-01-01-01-17,neutral
01-02-01-01-01-02-17,neutral
01-02-01-01-02-01-17,neutral
01-02-01-01-02-02-17,neutral
01-02-02-01-01-01-17,neutral
01-02-02-01-01-02-17,neutral
01-02-02-01-02-01-17,neutral
01-02-02-01-02-02-17,neutral
01-02-02-02-01-01-17,neutral
01-02-02-02-01-02-17,neutral
01-02-02-02-02-01-17,neutral
01-02-02-02-02-02-17,neutral
01-02-03-01-01-01-17,joy
01-02-03-01-01-02-17,joy
01-02-03-01-02-01-17,joy
01-02-03-01-02-02-17,joy
01-02-03-02-01-01-17,joy
01-02-03-02-01-02-17,joy
01-02-03-02-02-01-17,joy
01-02-03-02-02-02-17,joy
01-02-04-01-01-01-17,sadness
01-02-04-01-01-02-17,sadness
01-02-04-01-02-01-17,sadness
01-02-04-01-02-02-17,sadness
01-02-04-02-01-01-17,sadness
01-02-04-02-01-02-17,sadness
01-02-04-02-02-01-17,sadness
01-02-04-02-02-02-17,sadness
01-02-05-01-01-01-17,anger
01-02-05-01-01-02-17,anger
01-02-05-01-02-01-17,anger
01-02-05-01-02-02-17,anger
01-02-05-02-01-01-17,anger
01-02-05-02-01-02-17,anger
01-02-05-02-02-01-17,anger
01-02-05-02-02-02-17,anger
01-02-06-01-01-01-17,fear
01-02-06-01-01-02-17,fear
01-02-06-01-02-01-17,fear
01-02-06-01-02-02-17,fear
01-02-06-02-01-01-17,fear
01-02-06-02-01-02-17,fear
01-02-06-02-02-01-17,fear
01-02-06-02-02-02-17,fear
02-02-01-01-01-01-17,neutral
02-02-01-01-01-02-17,neutral
02-02-01-01-02-01-17,neutral
02-02-01-01-02-02-17,neutral
02-02-02-01-01-01-17,neutral
02-02-02-01-01-02-17,neutral
02-02-02-01-02-01-17,neutral
02-02-02-01-02-02-17,neutral
02-02-02-02-01-01-17,neutral
02-02-02-02-01-02-17,neutral
02-02-02-02-02-01-17,neutral
02-02-02-02-02-02-17,neutral
02-02-03-01-01-01-17,joy
02-02-03-01-01-02-17,joy
02-02-03-01-02-01-17,joy
02-02-03-01-02-02-17,joy
02-02-03-02-01-01-17,joy
02-02-03-02-01-02-17,joy
02-02-03-02-02-01-17,joy
02-02-03-02-02-02-17,joy
02-02-04-01-01-01-17,sadness
02-02-04-01-01-02-17,sadness
02-02-04-01-02-01-17,sadness
02-02-04-01-02-02-17,sadness
02-02-04-02-01-01-17,sadness
02-02-04-02-01-02-17,sadness
02-02-04-02-02-01-17,sadness
02-02-04-02-02-02-17,sadness
02-02-05-01-01-01-17,anger
02-02-05-01-01-02-17,anger
02-02-05-01-02-01-17,anger
02-02-05-01-02-02-17,anger
02-02-05-02-01-01-17,anger
02-02-05-02-01-02-17,anger
02-02-05-02-02-01-17,anger
02-02-05-02-02-02-17,anger
02-02-06-01-01-01-17,fear
02-02-06-01-01-02-17,fear
02-02-06-01-02-01-17,fear
02-02-06-01-02-02-17,fear
02-02-06-02-01-01-17,fear
02-02-06-02-01-02-17,fear
02-02-06-02-02-01-17,fear
02-02-06-02-02-02-17,fear
01-02-01-01-01-01-19,neutral
01-02-01-01-01-02-19,neutral
01-02-01-01-02-01-19,neutral
01-02-01-01-02-02-19,neutral
01-02-02-01-01-01-19,neutral
01-02-02-01-01-02-19,neutral
01-02-02-01-02-01-19,neutral
01-02-02-01-02-02-19,neutral
01-02-02-02-01-01-19,neutral
01-02-02-02-01-02-19,neutral
01-02-02-02-02-01-19,neutral
01-02-02-02-02-02-19,neutral
01-02-03-01-01-01-19,joy
01-02-03-01-01-02-19,joy
01-02-03-01-02-01-19,joy
01-02-03-01-02-02-19,joy
01-02-03-02-01-01-19,joy
01-02-03-02-01-02-19,joy
01-02-03-02-02-01-19,joy
01-02-03-02-02-02-19,joy
01-02-04-01-01-01-19,sadness
01-02-04-01-01-02-19,sadness
01-02-04-01-02-01-19,sadness
01-02-04-01-02-02-19,sadness
01-02-04-02-01-01-19,sadness
01-02-04-02-01-02-19,sadness
01-02-04-02-02-01-19,sadness
01-02-04-02-02-02-19,sadness
01-02-05-01-01-01-19,anger
01-02-05-01-01-02-19,anger
01-02-05-01-02-01-19,anger
01-02-05-01-02-02-19,anger
01-02-05-02-01-01-19,anger
01-02-05-02-01-02-19,anger
01-02-05-02-02-01-19,anger
01-02-05-02-02-02-19,anger
01-02-06-01-01-01-19,fear
01-02-06-01-01-02-19,fear
01-02-06-01-02-01-19,fear
01-02-06-01-02-02-19,fear
01-02-06-02-01-01-19,fear
01-02-06-02-01-02-19,fear
01-02-06-02-02-01-19,fear
01-02-06-02-02-02-19,fear
02-02-01-01-01-01-19,neutral
02-02-01-01-01-02-19,neutral
02-02-01-01-02-01-19,neutral
02-02-01-01-02-02-19,neutral
02-02-02-01-01-01-19,neutral
02-02-02-01-01-02-19,neutral
02-02-02-01-02-01-19,neutral
02-02-02-01-02-02-19,neutral
02-02-02-02-01-01-19,neutral
02-02-02-02-01-02-19,neutral
02-02-02-02-02-01-19,neutral
02-02-02-02-02-02-19,neutral
02-02-03-01-01-01-19,joy
02-02-03-01-01-02-19,joy
02-02-03-01-02-01-19,joy
02-02-03-01-02-02-19,joy
02-02-03-02-01-01-19,joy
02-02-03-02-01-02-19,joy
02-02-03-02-02-01-19,joy
02-02-03-02-02-02-19,joy
02-02-04-01-01-01-19,sadness
02-02-04-01-01-02-19,sadness
02-02-04-01-02-01-19,sadness
02-02-04-01-02-02-19,sadness
02-02-04-02-01-01-19,sadness
02-02-04-02-01-02-19,sadness
02-02-04-02-02-01-19,sadness
02-02-04-02-02-02-19,sadness
02-02-05-01-01-01-19,anger
02-02-05-01-01-02-19,anger
02-02-05-01-02-01-19,anger
02-02-05-01-02-02-19,anger
02-02-05-02-01-01-19,anger
02-02-05-02-01-02-19,anger
02-02-05-02-02-01-19,anger
02-02-05-02-02-02-19,anger
02-02-06-01-01-01-19,fear
02-02-06-01-01-02-19,fear
02-02-06-01-02-01-19,fear
02-02-06-01-02-02-19,fear
02-02-06-02-01-01-19,fear
02-02-06-02-01-02-19,fear
02-02-06-02-02-01-19,fear
02-02-06-02-02-02-19,fear
01-02-01-01-01-01-20,neutral
01-02-01-01-01-02-20,neutral
01-02-01-01-02-01-20,neutral
01-02-01-01-02-02-20,neutral
01-02-02-01-01-01-20,neutral
01-02-02-01-01-02-20,neutral
01-02-02-01-02-01-20,neutral
01-02-02-01-02-02-20,neutral
01-02-02-02-01-01-20,neutral
01-02-02-02-01-02-20,neutral
01-02-02-02-02-01-20,neutral
01-02-02-02-02-02-20,neutral
01-02-03-01-01-01-20,joy
01-02-03-01-01-02-20,joy
01-02-03-01-02-01-20,joy
01-02-03-01-02-02-20,joy
01-02-03-02-01-01-20,joy
01-02-03-02-01-02-20,joy
